sku,name,desc,in_stock,type,price,promo_price,min,max,category_new,check_new
GTE0045,G-Technology G-Drive ev RaW Hard Drive USB 3.0 500GB,External Hard Drive USB 3.0 500GB with cover bumpers for Mac and PC.,0,11935397,117.46,101.7937,93.99,93.99,Storage,Brand new
GLY0016,Glyph Blackbox Plus External Hard Drive 500GB USB-C (3.1),500GB external hard drive with USB-C connection 7200rpm HDD disk for Mac and PC,0,11935397,117.99,114.9948,116.99,116.99,Storage,Brand new
OWC0191,OWC Envoy Pro USB 3.0 Case for MacBook Pro Retina 2012 - iMac Late 2012,Box Portable External USB 3.0 SSD for MacBook Pro Retina 2012 / iMac 2012,1,11935397,118.99,69.99,66.49,69.99,Storage,Brand new
OWC0075,OWC Envoy Pro USB 3.0 Case for MacBook Pro Retina,Box Portable External USB 3.0 SSD for MacBook Pro Retina.,0,11935397,118.99,59.99059999999999,55.79,74.9,Storage,Brand new
LAC0213,LaCie Porsche Design Desktop Drive 3TB USB 3.0 External Hard Drive,External Hard Drive 35-inch 3TB USB 3.0 for Mac and PC.,0,11935397,119.99,115.7934,107.99,127.99,Storage,Brand new
LAC0201,Rugged Hard Disk 1TB USB-C USB 3.1,Hard disk external hard with anti-shock protection and USB-C connection for Mac and PC,0,11935397,119.99,91.9951,7.8,129.99,Storage,Brand new
OWC0213,OWC Mercury Elite Pro Box USB 3.0 type A and B + HDD,Aluminum case supports one internal hard drive and an external disk (USB 3.0 A and B) speeds up to 219MB / s for Mac and PC,0,11935397,119.99,81.9896,77.89,85.99,Storage,Brand new
SEA0095-A,Open - Seagate Backup Plus Ultra Slim USB 3.0 2TB Silver,Portable External Hard Drive Refurbished thin data transfer 120MB / s for Mac and PC,0,11935397,119.99,97.7945,,,Storage,Open
LAC0167,Porsche Design Lacie 2TB External Hard Drive Mac and PC,Aluminum External Hard Drive USB 3.0 2TB 25 inches for Mac and PC.,0,11935397,119.99,113.7945,105.99,113.99,Storage,Brand new
SEA0101,Seagate Backup Plus Ultra Slim Hard Drive 2TB USB 3.0 Plata,slim portable external hard drive data transfer at 120MB / s for Mac and PC,0,11935397,119.99,104.7945,94.99,105.79,Storage,Brand new
OWC0076,"OWC Mercury Elite Pro aluminum box 35 ""Quad FW800 / USB3.0 / eSata",outer case 35 inches SATA eSATA / FW800 / USB 3.0.,1,11935397,120.99,99.9896,99.99,109.99,Storage,Brand new
NTE0100,NewerTech Guardian Maximus RAID mini FW800 / eSATA / USB,Mini Raid system with FW800 / eSATA / USB connection for Mac and PC.,0,11935397,120.99,57.9893,0.0,57.99,Storage,Brand new
OWC0211,OWC Mercury Elite Pro Dual mini USB-C Raid Box,External box aluminum mini two bays RAID 0 and RAID 1 USB-C (cable included) for Mac and PC,0,11935397,120.99,99.9896,94.99,119.99,Storage,Brand new
OWC0212,OWC Mercury Elite Pro Dual Box USB 3.0 eSATA Raid,35-inch external enclosure RAID 1 USB 3.0 port and eSATA connection for Mac and PC,1,11935397,120.99,99.9896,76.85,139.99,Storage,Brand new
PAC0396,NewerTech miniStack Classic + 1TB,Mac external box Pack + Seagate 1TB Hard Drive.,0,11935397,123.99,92.9897,,,Storage,Brand new
WDT0280,Western Digital My Passport Ultra 2TB hard drive New Classic Black Mac and PC,WD External Hard Drive 2TB Mac and PC USB 3.0.,0,11935397,124.9,104.7945,,,Storage,Brand new
WDT0281,Western Digital My Passport Ultra 2TB hard drive New Classic Blue Mac and PC,2TB External Hard Drive USB 3.0 for Mac and PC.,0,11935397,124.9,94.9898,,,Storage,Brand new
WDT0282,Western Digital My Passport Ultra 2TB hard drive New Classic Morado Mac and PC,2TB External Hard Drive USB 3.0 for Mac and PC.,0,11935397,124.9,94.9898,,,Storage,Brand new
WDT0283,Western Digital My Passport Ultra 2TB hard drive New Classic White Mac and PC,2TB External Hard Drive USB 3.0 for Mac and PC.,0,11935397,124.9,102.79429999999998,,,Storage,Brand new
WDT0388,WD My Passport 2TB USB External Hard Drive 25 3.0 Amarillo,2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,124.99,94.9947,89.33,97.79,Storage,Brand new
WDT0389,WD My Passport 2TB External Hard Drive USB 3.0 Orange 25,2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,124.99,100.3978,89.99,99.99,Storage,Brand new
WDT0382-A,Open - WD My Passport 2TB External Hard Drive USB 3.0 Amarillo 25,External Hard Drive USB 3.0 2TB refurbished with compact and lightweight design for Mac and PC,0,11935397,124.99,87.5771,78.16,78.16,Storage,Open
WDT0350-A,Open - WD My Passport 2TB External Hard Drive USB 3.0 Blue 25,External Hard Drive USB 3.0 2TB refurbished with compact and lightweight design for Mac and PC,0,11935397,124.99,83.9978,84.0,84.73,Storage,Open
WDT0358,"WD My Passport 2TB External Hard Drive 25 ""USB 3.0 White",2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,124.99,94.9947,86.3,119.0,Storage,Brand new
WDT0349-A,Open - WD My Passport 2TB External Hard Drive USB 3.0 Black 25,External Hard Drive USB 3.0 2TB refurbished with compact and lightweight design for Mac and PC,0,11935397,124.99,85.1045,85.1,85.89,Storage,Open
LAC0170,LaCie Porsche Design 3TB External Hard Drive USB 3.0 Mac and PC,External Hard Drive 35-inch 3TB USB 3.0 for Mac and PC.,0,11935397,124.99,109.7942,101.91,126.99,Storage,Brand new
WDT0368,WD My Passport for Mac 2TB External Hard Drive USB 3.0 Black 25,2TB external hard drive crisp and design compatible with Apple Time Machine for Mac,0,11935397,124.99,94.9947,93.36,109.99,Storage,Brand new
WDT0355,WD My Passport 2TB External Hard Drive USB 3.0 Black 25,2TB External Hard Drive USB 3.0 with Mac and PC Lightweight and compact design,0,11935397,124.99,94.9947,86.3,107.99,Storage,Brand new
WDT0356,WD My Passport 2TB External Hard Drive USB 3.0 Blue 25,2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,124.99,94.9947,86.84,100.69,Storage,Brand new
WDT0238,Western Digital Elements Desktop USB 3.0 Hard Disk 3TB,"external hard drive with 3TB sleek, lightweight Mac and PC.",0,11935397,124.99,108.9944,99.86,117.99,Storage,Brand new
LAC0103,LaCie CloudBox 2TB Hard Drive,2TB hard drive with cloud storage.,0,11935397,124.99,13.17944,,,Storage,Brand new
WDT0357,WD My Passport 2TB External Hard Drive 25 USB 3.0 Red,2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,124.99,94.9947,7.8,105.99,Storage,Brand new
SAN0093,Ultra SanDisk Ultra 256GB USB 3.0 PenDrive,Pendrive USB 3.0 256GB USB Flash Drive Mac and PC.,0,11935397,129.9,97.0009,62.8,97.28,Storage,Brand new
WDT0386,WD My Passport 256GB SSD Drive SSD external USB-C,256GB SSD external drive with USB-C connection for Mac and PC,0,11935397,129.99,128.7936,118.8,137.79,Storage,Brand new
LAC0199,LaCie Rugged Triple Hard Drive 1TB USB 3.0 / FW800,Portable Hard Drive drop resistant double connection: USB 3.0 and FW800 for Mac and PC,0,11935397,129.99,107.9949,107.99,144.99,Storage,Brand new
GTE0072,G-Technology G-DRIVE ev ATC housing Thunderbolt,resistant housing with connection Thunderbolt G-DRIVE disks and SSD ev,1,11935397,132.71,120.1905,117.19,137.0,Storage,Brand new
GTE0061,G-Technology 3TB G-DRIVE mobile USB 3.0 Black,3TB external hard drive with aluminum housing 5400rpm speed USB 3.0 connection for Mac and PC,0,11935397,132.99,127.7942,199.9,199.9,Storage,Brand new
PAC1912,"Macally 2TB External Hard Drive 35 ""USB 3.0 SATA Plata",Aluminum External Hard Drive 2TB capacity format 35 USB 3.0 connection (speed 5Gbits / s) for Mac and PC,1,11935397,134.94,97.5841,82.99,97.58,Storage,Brand new
WDT0371,"WD My Book 3TB External Hard Drive 35 ""USB 3.0",3TB external hard drive with USB 3.0 connection for Mac and PC,0,11935397,134.99,121.9946,113.81,129.99,Storage,Brand new
WDT0362,WD My Passport 25 3TB USB 3.0 External Hard Drive White,3TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,134.99,131.7944,127.79,149.0,Storage,Brand new
LAC0181,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,1,11935397,134.99,99.9944,0.0,163.99,Storage,Brand new
LAC0175-A,Open - LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0,2TB external USB-open C connection and USB 3.0 for Mac and PC hard drive,0,11935397,134.99,103.1143,115.15,115.15,Storage,Open
LAC0231,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0 Oro Rosa,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,1,11935397,134.99,99.9944,99.99,149.99,Storage,Brand new
LAC0187,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0 Gold,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,1,11935397,134.99,99.9944,99.99,161.99,Storage,Brand new
TRA0033,Transcend StoreJet 100 2TB External Hard Drive USB 3.0,2TB external hard drive ultrafast and ultra resistant for Mac and PC.,0,11935397,137.0,124.2041,124.2,142.79,Storage,Brand new
SEA0089,"Seagate Expansion 4TB Desktop USB 3.0 35 ""Black",External Hard Drive 35 inches 4TB USB 3.0 for Mac and PC.,0,11935397,139.0,130.78889999999998,106.6,140.99,Storage,Brand new
TOS0022,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,1,11935397,139.95,99.9944,7.8,108.79,Storage,Brand new
LAC0155,LaCie Rugged Mini USB 3.0 2TB Mac and PC,Hard Drive 2TB portable wireless ultra-resistant USB 3.0 for Mac and PC.,1,11935397,139.99,112.9946,109.91,151.99,Storage,Brand new
OWC0112,OWC Mercury Elite Pro RAID Box,RAID 35 inch external box with FireWire 800 and USB 3.0 for Mac and PC.,0,11935397,139.99,108.9,,,Storage,Brand new
LAC0212,LaCie Porsche Design Desktop Drive 4TB USB 3.0 External Hard Drive,External Hard Drive 4TB 35-inch USB 3.0 for Mac and PC.,1,11935397,139.99,114.9948,7.8,156.99,Storage,Brand new
LEX0047,Lexar Professional Workflow Disk 256GB External SSD,Portable SSD drive with 256GB USB 3.0 connection for Mac and PC,0,11935397,139.99,114.7939,89.99,106.99,Storage,Brand new
NTE0099,NewerTech Guardian maximus 0GB FW800 RAID / eSATA / USB3.0,Raid system with FW800 / eSATA / USB3.0 connection for Mac and PC.,0,11935397,139.99,139.90019999999998,,,Storage,Brand new
LAC0206-A,Open - LaCie Porsche Design Desktop Lightgrey 4TB USB 3.0,External Hard Drive Refurbished 35 inches 4TB USB 3.0 for Mac and PC.,0,11935397,139.99,108.2299,108.23,113.84,Storage,Open
LAC0142,LaCie Porsche Design 4TB External Hard Drive USB 3.0 Mac and PC,External Hard Drive Mac and PC 4TB USB 3.0,0,11935397,139.99,129.7943,136.99,154.99,Storage,Brand new
GLY0017,Glyph Blackbox Plus 1TB External Hard Drive USB-C (3.1),1TB external hard drive with USB-C connection 7200rpm HDD disk for Mac and PC,0,11935397,140.99,131.9941,137.99,147.79,Storage,Brand new
GTE0056,G-Technology G-Drive ev RaW 2TB USB 3.0 Hard Drive,External Hard Drive USB 3.0 2TB capacity includes bumper bumper for Mac and PC,1,11935397,142.99,125.9949,121.25,164.99,Storage,Brand new
GTE0044,G-Technology G-Drive ev ATC USB 3.0 Hard Drive 1TB,External Hard Drive 1TB USB 3.0 ultraresistant for Mac and PC.,1,11935397,142.99,124.9942,137.79,145.99,Storage,Brand new
OWC0135,OWC Aura Envoy Pro SSD Card Case,Box Portable External USB 3.0 SSD for MacBook Air iMac Retina MacBook Pro and Mac Pro.,1,11935397,143.99,118.989,113.04,118.99,Storage,Brand new
WDT0404,WD 2TB Ultra Silver MyPassport,2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,144.99,109.989,110.1,117.79,Storage,Brand new
WDT0403,MyPassport WD 2TB Ultra Gold,2TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,144.99,109.989,116.99,116.99,Storage,Brand new
GTE0066,G-Technology G-DRIVE mobile USB 3.0 500GB FW800 Plata,500GB external hard drive with aluminum housing USB 3.0 and FireWire 800 for Mac and PC,0,11935397,146.95,83.9897,,,Storage,Brand new
PAC0273,NewerTech miniStack 1TB Hard Drive Mac,External box Mac + 1TB Hard Drive.,0,11935397,148.99,135.9895,,,Storage,Brand new
SEA0093,Seagate Backup Plus Portable USB 3.0 External Disk 4TB Black,lightweight portable external hard drive and 25-inch 4TB USB 3.0 for Mac and PC.,1,11935397,149.99,125.9937,7.8,169.99,Storage,Brand new
SEA0118,Seagate Backup Plus Portable USB 3.0 External Disk 4TB Blue,lightweight portable external hard drive and 25-inch 4TB USB 3.0 for Mac and PC.,0,11935397,149.99,127.9938,,,Storage,Brand new
SEA0124,Seagate Backup Plus Hub USB 3.0 Hard Drive 4TB,Seagate desktop hard drive with 4TB compatible with Mac and PC,0,11935397,149.99,125.0039,109.99,109.99,Storage,Brand new
SEA0117,Seagate Backup Plus Portable USB 3.0 External Disk 4TB Plata,lightweight portable external hard drive and 25-inch 4TB USB 3.0 for Mac and PC.,0,11935397,149.99,127.9938,,,Storage,Brand new
WDT0268,Western Digital My Passport Ultra 3TB hard drive Mac and PC Black,External Hard Drive USB 3.0 3TB Mac and PC.,0,11935397,149.99,126.9895,,,Storage,Brand new
WDT0286,Western Digital My Passport For Mac Black 3TB hard drive for Mac,WD External Hard Drive USB 3.0 3TB Mac.,0,11935397,149.99,149.99,,,Storage,Brand new
WDT0269,Western Digital My Passport Ultra 3TB hard drive Mac and PC Blue,External Hard Drive USB 3.0 3TB Mac and PC.,0,11935397,149.99,134.794,,,Storage,Brand new
WDT0267,Western Digital My Passport Ultra 3TB hard drive and purple Mac PC,External Hard Drive USB 3.0 3TB Mac and PC.,0,11935397,149.99,147.493,,,Storage,Brand new
LAC0169,LaCie Porsche Design P9223 Slim 250GB SSD,250GB SSD ultra slim external hard drive for Mac and PC,0,11935397,149.99,145.7941,135.23,158.99,Storage,Brand new
WDT0270,Western Digital My Passport Ultra 3TB hard drive Mac and PC white,External Hard Drive USB 3.0 3TB Mac and PC.,0,11935397,149.99,126.9895,,,Storage,Brand new
WDT0189,Western Digital My Book for Mac USB 3.0 3TB,WD External Hard Drive USB 3.0 3TB Mac.,0,11935397,149.99,126.7935,,,Storage,Brand new
SEA0119,Seagate Backup Plus Portable USB 3.0 External Disk 4TB Red,lightweight portable external hard drive and 25-inch 4TB USB 3.0 for Mac and PC.,0,11935397,149.99,127.9938,125.59,127.99,Storage,Brand new
WDT0308,Western Digital Elements Desktop USB 3.0 Hard Drive 4TB,Elegant and lightweight external hard 4TB disk for Mac and PC.,0,11935397,149.99,146.7936,,,Storage,Brand new
GTE0069,G-Technology G-DRIVE 2TB USB 3.0 Hard Drive,8TB hard drive with USB 3.0 connection for Mac and PC,1,11935397,153.99,134.9949,133.99,165.99,Storage,Brand new
PAC0397,NewerTech miniStack Classic + 2TB,Mac external box Pack + 2TB Hard Drive Seagate.,0,11935397,154.98,114.9899,,,Storage,Brand new
LAC0202,Lacie Rugged Hard Drive 2TB USB-C,Hard disk external hard with anti-shock protection and USB-C connection for Mac and PC,1,11935397,154.99,114.9948,114.99,194.99,Storage,Brand new
LAC0104,LaCie CloudBox 3TB Hard Drive,NAS with 3TB hard drive with cloud storage for Mac,0,11935397,154.99,106.7934,98.99,98.99,Storage,Brand new
WDT0192,Western Digital My Book Studio 2TB USB 3.0 Hard Drive Mac,WD External Hard Drive USB 3.0 Mac desktop.,0,11935397,155.0,104.99049999999998,,,Storage,Brand new
OWC0188, OWC Mercury Elite Pro Dual RAID USB3.0 / FW800,RAID 35 inch external box with two FireWire 800 ports + 1 USB3.0 port for Mac and PC,1,11935397,156.99,129.9903,0.0,129.99,Storage,Brand new
PAC0272,OWC Mercury On-The-Go Pro Mini 1TB Hard Drive Mac and PC,Pack outer case 25 inch connections FW800 / FW400 / USB3 + HDD 1TB.,1,11935397,159.98,122.5851,127.99,132.58,Storage,Brand new
LAC0184,Fuel Drive USB 3.0 LaCie 1TB Wi-Fi,Wireless Portable Hard Drive USB 3.0 Wi-Fi Mac and PC,0,11935397,161.49,125.56,125.56,161.49,Storage,Brand new
LAC0158,2TB LaCie Rugged Triple USB 3.0 / FW800,Portable Hard Drive USB 3.0 resistant Mac and PC falls.,0,11935397,159.99,136.995,134.41,176.99,Storage,Brand new
WDT0366-A,Open - 4TB WD My Book External Hard Drive 35 USB 3.0,External Hard Drive 4TB refitted with USB 3.0 connection for Mac and PC,0,11935397,159.99,125.0634,123.36,123.36,Storage,Open
LAC0186,1TB LaCie Rugged USB 3.0 Thunderbolt,Portable Hard Disk Thunderbolt and USB 3.0 Mac and PC.,1,11935397,159.99,129.9044,97.52,189.99,Storage,Brand new
WDT0372,"WD My Book External Hard Drive 4TB 35 ""USB 3.0",4TB external hard drive with USB 3.0 connection for Mac and PC,0,11935397,159.99,136.995,130.19,159.0,Storage,Brand new
LAC0180-A,Open - 1TB LaCie Rugged USB 3.0 Thunderbolt,portable hard Thunderbolt and USB 3.0 Mac and PC Disk,0,11935397,159.99,110.8329,110.83,161.81,Storage,Open
WDT0393,WD Elements USB 3.0 Hard Disk 4TB,4TB portable external hard drive for Mac and PC.,0,11935397,160.99,147.7942,147.79,147.79,Storage,Brand new
GTE0113,G-Technology 4TB G-DRIVE mobile USB 3.0 v3,External hard drive with aluminum housing 5400rpm speed USB 3.0 connection for Mac and PC,1,11935397,163.99,134.9949,135.99,135.99,Storage,Brand new
WDT0205,2TB WD My Cloud Gigabit Ethernet USB 3.0,WD 2TB External Hard Drive with cloud storage.,0,11935397,169.0,135.99190000000002,,,Storage,Brand new
LAC0145,LaCie d2 USB 3.0 3TB Hard Drive,External Hard Disk 1 bay for Mac and PC.,0,11935397,169.0,134.794,134.79,175.99,Storage,Brand new
GTE0070,G-Technology G-DRIVE 1TB 7200rpm SATA ev 3 USB 3.0,USB 3.0 portable external hard drive for Mac and PC,0,11935397,169.57,153.7946,,,Storage,Brand new
SEA0120,Seagate Backup Plus Portable USB 3.0 external disk 5TB Black,lightweight portable external hard drive and 25-inch 5TB USB 3.0 for Mac and PC.,1,11935397,169.99,159.99349999999998,137.99,159.99,Storage,Brand new
WDT0317,WD My Cloud EX2 Ultra Mac and PC Server NAS,2-bay NAS 1GB RAM for Mac and PC,0,11935397,169.99,139.1899,135.77,155.0,Storage,Brand new
WDT0361,3TB WD My Passport External Hard Drive 25 USB 3.0 Red,3TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,169.99,127.7942,132.99,149.0,Storage,Brand new
WDT0359,3TB WD My Passport External Hard Drive USB 3.0 Black 25,3TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,169.99,127.7942,121.79,149.0,Storage,Brand new
WDT0204,WD My Cloud 3TB Gigabit Ethernet USB 3.0,WD 3TB External Hard Drive with cloud storage.,0,11935397,169.99,150.795,149.0,169.99,Storage,Brand new
WDT0311-A,Open - WD My Cloud EX2 Ultra Mac and PC Server NAS,2-bay NAS 1GB RAM for Mac and PC,1,11935397,169.99,132.5138,129.99,152.89,Storage,Open
WDT0369,My Passport for Mac 3TB External Hard Drive USB 3.0 Black 25,3TB external hard drive compatible with Apple Time Machine for Mac,0,11935397,169.99,130.795,130.8,149.0,Storage,Brand new
WDT0360,WD My Passport 25 3TB USB 3.0 External Hard Drive Blue,3TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,169.99,127.7942,118.85,149.0,Storage,Brand new
LAC0159,LaCie Porsche Design Desktop Drive 5TB USB 3.0 External Hard Drive,External Hard Drive 5TB 35-inch USB 3.0 for Mac and PC.,0,11935397,174.99,147.7942,145.99,182.99,Storage,Brand new
SEA0090,"Seagate Expansion Desktop USB 3.0 5TB 35 ""Black",35-inch external hard drive 5TB USB 3.0 for Mac and PC.,0,11935397,174.99,156.7942,142.99,160.99,Storage,Brand new
PAC0398,NewerTech miniStack Classic + 3TB,Pack external box Mac Seagate 3TB + HDD.,0,11935397,176.99,137.9896,,,Storage,Brand new
AKI0027,"Akitio SK-2520 C-U3.1 USB External Box 25 """,RAID outer box 2 drive bays 25 inch USB-C (10 Gbps) Mac and PC connection,0,11935397,177.0,139.9897,130.19,139.99,Storage,Brand new
PAC0274,NewerTech miniStack Mac 2TB Hard Drive,External box Mac + 2TB Hard Drive.,0,11935397,179.98,157.9897,,,Storage,Brand new
PAC0433,OWC Mercury Elite Pro + 1TB,External connection box with eSata / FW800 / USB 3.0 Hard Drive 1TB Seagate.,1,11935397,179.99,141.5845,144.99,149.59,Storage,Brand new
WDT0364-A,Open - My Passport for Mac 4TB External Hard Drive USB 3.0 Black 25,External Hard Drive 4TB refitted compatible with Apple Time Machine for Mac,0,11935397,179.99,118.8241,118.9,118.9,Storage,Open
LAC0163,LaCie Porsche Design External Hard Drive 5TB Mac and PC,External Hard Drive 5TB 35-inch USB 3.0 for Mac and PC.,0,11935397,179.99,172.7941,164.99,172.99,Storage,Brand new
WDT0357-A,Open - 4TB WD My Passport External Hard Drive USB 3.0 Black 25,external hard drive with 4TB open packaging USB 3.0 with compact and lightweight design for Mac and PC,0,11935397,179.99,125.8623,125.86,131.4,Storage,Open
SEA0123,Seagate Backup Plus Portable USB 3.0 external disk 5TB Red,lightweight portable external hard drive and 25-inch 5TB USB 3.0 for Mac and PC.,0,11935397,179.99,159.99349999999998,,,Storage,Brand new
SEA0122,Seagate Backup Plus Portable USB 3.0 external disk 5TB Blue,lightweight portable external hard drive and 25-inch 5TB USB 3.0 for Mac and PC.,0,11935397,179.99,159.99349999999998,,,Storage,Brand new
WDT0365,"4TB WD My Passport External Hard Drive 25 ""USB 3.0 Red",4TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,179.99,136.995,113.06,169.0,Storage,Brand new
SEA0121,Seagate Backup Plus Portable USB 3.0 external disk 5TB Plata,lightweight portable external hard drive and 25-inch 5TB USB 3.0 for Mac and PC.,0,11935397,179.99,159.99349999999998,159.99,159.99,Storage,Brand new
LAC0188,LaCie Porsche Design Hard Drive 4TB USB-C and USB 3.0,Desktop Hard Drive 4TB USB-C adapter cable connection for Mac and PC,1,11935397,179.99,144.9943,144.99,186.99,Storage,Brand new
WDT0363,4TB WD My Passport External Hard Drive USB 3.0 Black 25,4TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,179.99,136.995,127.23,163.99,Storage,Brand new
WDT0364,WD My Passport External Hard Drive 4TB USB 3.0 Blue 25,4TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,179.99,136.995,127.77,169.0,Storage,Brand new
WDT0366,"4TB WD My Passport External Hard Disk 25 ""USB 3.0 White",4TB External Hard Drive USB 3.0 with Mac and PC light for compact design,1,11935397,179.99,136.995,127.23,169.0,Storage,Brand new
WDT0309,Western Digital Elements Desktop USB 3.0 Hard Drive 5TB,Elegant and lightweight external hard 5TB for Mac and PC disk.,0,11935397,179.99,144.7934,137.94,156.99,Storage,Brand new
WDT0370,My Passport for Mac 4TB External Hard Drive USB 3.0 Black 25,4TB external hard drive compatible with Apple Time Machine for Mac,1,11935397,179.99,136.99380000000002,103.3,169.0,Storage,Brand new
LAC0182-A,Open - LaCie Porsche Design Hard Drive 4TB USB-C and USB 3.0,Refurbished desktop hard drive with 4TB USB-C adapter cable connection for Mac and PC,0,11935397,179.99,148.026,142.84,175.73,Storage,Open
WDT0359-A,Open - 4TB WD My Passport External Hard Drive 25 USB 3.0 Red,External Hard Drive USB 3.0 4TB refurbished with compact and lightweight design for Mac and PC,0,11935397,179.99,127.1143,127.11,127.11,Storage,Open
WDT0387,4TB WD My Passport USB External Hard Drive 25 3.0 Amarillo,4TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,179.99,136.995,122.55,138.99,Storage,Brand new
WDT0390,WD My Passport External Hard Drive 4TB USB 3.0 Orange 25,4TB External Hard Drive USB 3.0 with Mac and PC light for compact design,0,11935397,179.99,154.995,147.19,155.0,Storage,Brand new
GTE0067,G-Technology G-DRIVE mobile USB 3.0 1TB FW800 Plata,1TB external hard drive with aluminum housing USB 3.0 and FireWire 800 for Mac and PC,0,11935397,180.88,109.9902,,,Storage,Brand new
GTE0007-A,Open - G-Technology G-DRIVE mini Hard Drive USB 3.0 1TB,Reconditioned External Hard Drive USB 3.0 G-Technology and FireWire 800 for Mac and PC.,0,11935397,183.77,165.80450000000002,127.79,127.79,Storage,Open
PAC0271,OWC Mercury On-The-Go Pro Mini Hard Drive 1TB Mac and PC,Pack outer box 25 inches + 1TB Hard Drive USB 3.0.,1,11935397,184.98,85.5845,81.69,87.58,Storage,Brand new
SEA0125,Seagate Backup Plus Hub USB 3.0 Hard Drive 6TB,Seagate desktop hard drive with 6TB compatible with Mac and PC,1,11935397,184.99,159.0037,139.99,159.99,Storage,Brand new
WDT0338,WD My Passport Ultra Hard Drive 4TB Mac and PC Blue,external hard drive with 4TB capacity and USB 3.0 connection for Mac and PC,0,11935397,189.99,158.9892,,,Storage,Brand new
WDT0340,WD My Passport Ultra Hard Drive 4TB Mac and PC Morado,external hard drive with 4TB capacity and USB 3.0 connection for Mac and PC,0,11935397,189.99,155.9896,,,Storage,Brand new
WDT0399,WD My Cloud Home 2TB USB 3.0,1-bay NAS server for Mac and PC,0,11935397,189.99,189.99,190.0,197.8,Storage,Brand new
WDT0339,WD My Passport Ultra Hard Drive 4TB Black Mac and PC,external hard drive with 4TB capacity and USB 3.0 connection for Mac and PC,0,11935397,189.99,158.9892,,,Storage,Brand new
WDT0333-A,Open - Western Digital My Passport Ultra 4TB USB 3.0 Black,External hard disk capacity 4TB reconditioned and USB 3.0 connection for Mac and PC,0,11935397,189.99,147.49259999999998,,,Storage,Open
WDT0337,WD My Passport Ultra Hard Drive 4TB Mac and PC White,external hard drive with 4TB capacity and USB 3.0 connection for Mac and PC,0,11935397,189.99,166.7937,,,Storage,Brand new
LAC0136,Disk 1TB LaCie Rugged USB 3.0 Thunderbolt,Wireless Portable Hard Thunderbolt and USB 3.0 Mac and PC disk.,0,11935397,189.99,171.7958,,,Storage,Brand new
GTE0014,G-Technology G-DRIVE mobile hard disk 1TB Thunderbolt and USB 3.0,G-Technology Portable Hard Disk Thunderbolt and USB 3.0 for Mac and PC.,0,11935397,194.99,171.9942,165.89,219.99,Storage,Brand new
GTE0048,G-Technology G-Drive 4TB USB 3.0 Hard Drive,4TB external hard drive with USB 3.0 connection for Mac and PC,1,11935397,194.99,171.9942,164.03,209.99,Storage,Brand new
PAC0399,NewerTech miniStack Classic + 4TB,Mac external box Pack + 4TB Seagate Hard Drive.,0,11935397,197.969,177.9898,,,Storage,Brand new
WDT0263,Western Digital 1TB My Passport Wireless Hard Drive Mac and PC,WD External Hard Drive Wireless Mac and PC.,0,11935397,199.0,139.9897,,,Storage,Brand new
WDT0313,WD My Book for Mac USB 3.0 4TB,4TB External Hard Drive USB 3.0 for Mac,0,11935397,199.0,154.7941,,,Storage,Brand new
LAC0092,LaCie d2 Quadra 3TB External Hard Drive USB 3.0 eSATA FW800,capacity 3TB External Hard Drive eSATA connection Firewire 800 and USB 3.0 for Mac and PC,0,11935397,199.0,181.794,171.38,218.99,Storage,Brand new
WDT0257-A,Open - Western Digital 1TB My Passport Wireless Hard Drive Mac and PC,Wireless WD External Hard Drive Refurbished Mac and PC.,0,11935397,199.0,139.99,139.99,139.99,Storage,Open
LAC0146,LaCie d2 USB 3.0 Hard Disk 4TB,External Hard Disk 1 bay for Mac and PC.,0,11935397,199.0,157.9945,156.34,199.99,Storage,Brand new
